Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Decompression,Weight,Current,Surface Conditions,Water Type
running,2016-11-25 05:54:10,false,"Cape Town Running","11.93","729","1:00:05","163","182","0.0","--","--","5:02","4:18","73","73","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-24 17:39:36,false,"Cape Town Running","9.23","602","45:39","170","200","0.0","--","--","4:57","3:54","200","213","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-22 06:02:14,false,"Cape Town Running","9.49","554","46:08","162","184","0.0","--","--","4:52","2:27","2","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-18 07:04:02,false,"Cape Town Running","8.11","140","39:56","96","177","0.0","--","--","4:56","4:27","49","53","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-17 18:40:22,false,"Cape Town Running","7.33","482","35:37","--","--","0.0","--","--","4:52","2:42","62","67","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-13 06:49:00,false,"Bethesda Running","7.76","507","41:53","--","--","0.0","--","--","5:24","2:19","52","51","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-10 08:18:07,false,"Cape Town Running","12.04","830","1:04:39","167","184","0.0","--","--","5:22","2:56","170","170","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-08 06:02:27,false,"Cape Town Running","7.82","501","44:51","--","--","0.0","--","--","5:44","2:09","2","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-07 07:08:11,false,"Cape Town Running","8.30","543","42:30","--","--","0.0","--","--","5:07","4:26","100","104","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-06 07:51:00,false,"Caledon Running","5.00","235","1:01:55","--","--","0.0","--","--","12:23","6:12","375","344","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-05 16:58:01,false,"Caledon Running","8.82","551","46:52","160","176","0.0","--","--","5:19","4:16","149","147","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-04 07:53:31,false,"Ladismith Running","11.38","659","1:05:07","148","175","0.0","--","--","5:43","3:02","223","223","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-02 07:12:24,false,"Prince Albert Running","9.09","589","51:52","--","--","0.0","--","--","5:42","1:12","124","120","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-01 07:29:17,false,"Willowmore Running","8.11","637","1:01:15","151","194","0.0","--","--","7:33","4:42","303","300","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-31 07:30:36,false,"Willowmore Running","10.24","782","1:19:16","147","172","0.0","--","--","7:44","4:41","306","301","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-29 07:01:45,false,"Willowmore Running","32.69","1,741","5:21:55","116","146","0.0","--","--","9:51","4:50","1,430","1,439","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-28 07:24:55,false,"Willowmore Running","21.70","1,316","3:03:56","126","128","0.0","--","--","8:29","4:17","650","647","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-26 18:38:42,false,"Cape Town Running","7.06","462","38:05","--","--","0.0","--","--","5:24","4:10","156","155","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-24 18:17:54,false,"Cape Town Running","7.13","470","34:21","--","--","0.0","--","--","4:49","3:51","88","91","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-23 09:22:58,false,"Cape Town Running","28.66","611","1:18:51","132","161","0.0","--","--","2:45","1:07","415","415","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-22 07:06:13,false,"Fish Hoek Running","9.77","618","1:10:02","--","--","0.0","--","--","7:10","4:31","504","497","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-21 06:06:16,false,"Cape Town Running","5.29","340","31:24","--","--","0.0","76","184","5:56","4:33","9","10","2.22","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-19 16:29:33,false,"Rondebosch Running","7.18","471","35:24","--","--","0.0","--","--","4:56","2:20","34","33","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-17 18:02:32,false,"Cape Town Running","7.05","460","37:05","--","--","0.0","--","--","5:15","4:05","167","168","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-16 07:58:05,false,"Caledon Running","28.79","1,624","1:43:29","--","--","0.0","--","--","3:36","1:14","219","221","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-15 08:42:59,false,"Caledon Running","11.17","717","1:06:51","--","--","0.0","--","--","5:59","4:19","265","268","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-13 15:53:00,false,"Howick Running","5.87","367","32:35","--","--","0.0","--","--","5:33","1:09","87","90","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-11 18:01:09,false,"Cape Town Running","8.55","561","41:23","--","--","0.0","--","--","4:50","2:47","79","72","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-09 09:23:15,false,"Cape Town Running","25.35","1,174","1:03:39","--","--","0.0","--","--","2:31","1:12","440","441","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-08 08:29:20,false,"Cape Town Running","7.39","483","36:39","--","--","0.0","--","--","4:57","3:57","64","72","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-05 17:01:37,false,"Cape Town Running","7.01","456","35:35","--","--","0.0","--","--","5:04","3:10","169","171","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-02 09:01:38,false,"Table View Running","32.34","1,524","1:19:43","--","--","0.0","--","--","2:28","1:54","106","102","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-01 09:26:22,false,"Cape Town Running","8.10","529","39:05","--","--","0.0","--","--","4:49","3:53","106","101","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-29 07:28:02,false,"Rondebosch Running","6.41","416","32:29","--","--","0.0","--","--","5:04","4:22","42","40","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-25 09:31:00,false,"Cape Town Running","6.12","403","30:45","--","--","0.0","--","--","5:02","4:21","35","43","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-11 18:37:15,false,"Cape Town Running","11.67","350","50:38","--","--","0.0","--","--","4:20","0:48","135","162","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-10 06:43:05,false,"Muizenberg Running","31.05","1,628","1:34:29","--","--","0.0","--","--","3:03","1:40","201","201","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-04 07:56:18,false,"Cape Town Running","27.84","1,426","1:36:09","--","--","0.0","--","--","3:27","1:19","406","405","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-27 07:47:32,false,"Caledon Running","23.71","1,407","1:31:49","--","--","0.0","--","--","3:52","1:37","134","138","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-26 08:52:27,false,"Caledon Running","22.89","1,267","1:53:30","--","--","0.0","--","--","4:57","0:57","220","214","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-24 18:19:04,false,"Cape Town Running","3.04","134","32:11","--","--","0.0","--","--","10:36","8:29","34","40","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-21 08:07:24,false,"Lakeside Running","9.72","358","1:25:06","--","--","0.0","--","--","8:45","0:48","218","369","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-14 08:39:00,false,"Caledon Running","6.10","287","1:02:01","--","--","0.0","--","--","10:10","2:25","497","48","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-13 08:33:20,false,"Caledon Running","15.04","972","1:20:13","--","--","0.0","--","--","5:20","4:06","191","191","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-12 07:03:08,false,"Rondebosch Running","9.06","600","45:26","--","--","0.0","--","--","5:01","2:25","43","43","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-11 18:01:08,false,"Cape Town Running","7.02","460","37:29","--","--","0.0","--","--","5:20","4:10","164","166","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-10 18:40:16,false,"Cape Town Running","5.92","327","32:12","--","--","0.0","--","--","5:26","1:22","42","11","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-10 18:08:19,false,"Cape Town Running","3.26","210","21:48","--","--","0.0","--","--","6:42","2:48","1","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-09 07:28:44,false,"Newlands Running","15.78","920","2:32:02","--","--","0.0","--","--","9:38","4:12","1,179","1,168","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-08 17:13:05,false,"Cape Town Running","5.14","339","28:51","--","--","0.0","--","--","5:37","2:54","89","95","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-07 09:14:32,false,"Cape Town Running","7.01","457","34:19","--","--","0.0","--","--","4:54","4:16","121","148","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-06 08:55:25,false,"Rondebosch Running","18.53","1,205","1:34:04","--","--","0.0","--","--","5:05","1:44","253","256","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-05 06:07:18,false,"Cape Town Running","7.79","502","41:06","--","--","0.0","--","--","5:17","4:39","30","32","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-08-03 16:52:10,false,"Cape Town Running","11.69","751","55:07","--","--","0.0","--","--","4:43","4:02","75","78","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-31 09:12:52,false,"Cape Town Running","9.34","606","44:35","--","--","0.0","--","--","4:47","4:14","56","54","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-29 08:42:29,false,"Cape Town Running","5.54","176","3:03:24","--","--","0.0","--","--","33:04","0:58","48","76","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-29 06:06:39,false,"Cape Town Running","7.84","513","39:51","--","--","0.0","--","--","5:05","3:59","33","36","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-27 08:10:13,false,"Cape Town Running","8.68","561","45:09","--","--","0.0","--","--","5:12","4:18","94","97","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-25 17:42:03,false,"Cape Town Running","6.16","401","30:21","--","--","0.0","--","--","4:55","4:12","57","46","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-24 09:13:23,false,"Rondebosch Running","12.12","781","1:02:19","--","--","0.0","--","--","5:08","3:52","141","135","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-23 08:41:59,false,"Fish Hoek Running","6.25","298","1:47:47","--","--","0.0","--","--","17:14","2:45","475","502","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-21 18:18:33,false,"Claremont Running","7.85","508","38:55","--","--","0.0","--","--","4:57","4:21","78","79","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-18 17:04:45,false,"Cape Town Running","8.21","533","40:15","--","--","0.0","--","--","4:54","4:15","99","113","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-17 16:33:56,false,"Cape Town Running","15.00","827","1:15:19","--","--","0.0","--","--","5:01","1:20","242","240","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-16 07:57:48,false,"Franschhoek Running","24.13","1,495","2:50:10","--","--","0.0","--","--","7:03","4:30","962","965","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-15 06:11:45,false,"Cape Town Running","5.12","331","30:21","--","--","0.0","--","--","5:56","5:02","13","9","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-14 07:49:28,false,"Cape Town Running","8.26","538","42:33","--","--","0.0","--","--","5:09","3:49","99","108","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-12 18:05:29,false,"Rondebosch Running","6.06","389","31:53","--","--","0.0","--","--","5:15","2:12","16","16","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-10 08:22:01,false,"Newlands Running","6.06","389","41:16","--","--","0.0","--","--","6:48","1:59","249","247","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-09 09:17:28,false,"Caledon Running","8.03","488","49:32","--","--","0.0","--","--","6:10","0:32","259","250","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-08 09:24:43,false,"Caledon Running","18.28","1,174","1:41:20","--","--","0.0","--","--","5:33","4:25","312","319","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-04 17:45:11,false,"Cape Town Running","7.12","462","37:29","--","--","0.0","--","--","5:16","3:59","167","168","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-03 10:11:50,false,"Rondebosch Running","15.02","976","1:18:11","--","--","0.0","--","--","5:12","1:35","201","201","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-07-02 06:57:06,false,"Inanda Running","6.08","391","33:17","--","--","0.0","--","--","5:28","4:44","113","113","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-30 16:26:50,false,"Cape Town Running","6.41","421","30:28","--","--","0.0","--","--","4:45","1:25","69","72","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-29 17:50:46,false,"Cape Town Running","6.40","421","30:45","--","--","0.0","--","--","4:48","3:37","68","67","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-28 17:18:54,false,"Cape Town Running","7.28","474","35:28","--","--","0.0","--","--","4:52","3:58","54","60","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-26 10:25:57,false,"Cape Town Running","6.06","393","30:33","--","--","0.0","--","--","5:03","4:25","47","50","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-18 08:37:56,false,"Swellendam Running","31.86","1,841","4:39:53","--","--","0.0","--","--","8:47","4:54","1,286","1,324","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-16 17:15:12,false,"Caledon Running","5.54","356","31:22","--","--","0.0","138","176","5:40","4:40","65","67","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-04 08:01:55,false,"Cape Town Running","6.04","400","53:48","147","176","0.0","--","--","8:54","1:18","274","263","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-03 06:05:37,false,"Cape Town Running","7.95","515","42:21","--","--","0.0","--","--","5:19","4:22","38","39","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-02 18:03:46,false,"Cape Town Running","6.21","404","31:22","--","--","0.0","--","--","5:03","3:47","51","51","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-01 18:20:13,false,"Cape Town Running","4.94","317","20:23","--","--","0.0","--","--","4:08","3:32","3","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-29 06:43:34,false,"Cape Town Running","12.02","656","2:56:40","--","--","0.0","--","--","14:42","4:47","1,434","962","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-28 08:14:59,false,"Rondebosch Running","16.04","1,052","1:23:56","--","--","0.0","--","--","5:14","2:25","205","205","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-27 06:06:52,false,"Cape Town Running","7.04","454","37:37","--","--","0.0","--","--","5:21","4:32","16","18","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-26 17:57:03,false,"Cape Town Running","6.11","400","30:20","--","--","0.0","--","--","4:58","2:13","37","43","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-25 18:01:57,false,"Cape Town Running","6.93","443","46:07","--","--","0.0","--","--","6:39","2:54","3","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-23 08:15:53,false,"Caledon Running","2.89","184","17:17","--","--","0.0","--","--","5:59","4:25","123","97","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-22 07:55:07,false,"Caledon Running","17.82","1,151","1:38:25","--","--","0.0","--","--","5:31","3:20","270","270","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-20 06:05:37,false,"Cape Town Running","7.81","504","41:24","--","--","0.0","--","--","5:18","4:22","36","37","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-19 18:01:20,false,"Cape Town Running","6.05","398","29:28","--","--","0.0","--","--","4:52","3:56","51","52","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-18 18:21:11,false,"Cape Town Running","6.17","395","30:56","--","--","0.0","--","--","5:01","3:16","2","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-17 06:22:00,false,"Cape Town Running","7.01","453","36:28","--","--","0.0","--","--","5:12","0:51","--","1","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-15 09:57:05,false,"Cape Town Running","18.50","1,200","1:30:14","--","--","0.0","--","--","4:53","4:13","263","273","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-14 06:57:28,false,"Simon'S Town Running","15.22","1,105","2:10:46","143","178","0.0","--","--","8:35","4:54","328","332","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-13 06:05:34,false,"Cape Town Running","7.84","509","42:17","--","--","0.0","--","--","5:24","3:34","32","33","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-12 18:01:09,false,"Cape Town Running","5.23","343","25:18","--","--","0.0","--","--","4:50","3:27","51","49","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-10 06:23:46,false,"Cape Town Running","7.42","474","37:54","--","--","0.0","--","--","5:06","3:03","--","1","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-08 07:29:47,false,"Cape Town Running","24.36","1,531","2:32:25","144","164","0.0","--","--","6:15","3:10","921","928","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-07 06:10:12,false,"Kaapstad Running","15.92","914","2:38:17","--","--","0.0","--","--","9:56","1:56","830","825","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-05 18:18:42,false,"Claremont Running","4.89","312","20:17","--","--","0.0","--","--","4:09","3:38","52","52","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-04 17:24:18,false,"Cape Town Running","8.56","554","51:37","--","--","0.0","--","--","6:02","4:45","254","271","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-03 09:36:37,false,"Cape Town Running","11.04","717","54:28","--","--","0.0","--","--","4:56","3:46","200","202","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-02 08:00:30,false,"Caledon Running","12.09","775","1:12:03","--","--","0.0","--","--","5:58","4:12","190","183","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
