Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Decompression,Weight,Current,Surface Conditions,Water Type
running,2017-10-17 06:00:08,false,"Cape Town Running","8.33","746","39:04","211","249","0.0","--","--","4:42","2:06","3","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-15 08:19:14,false,"Rondebosch Running","8.20","534","40:59","--","--","0.0","--","--","5:00","3:15","63","63","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-14 08:20:58,false,"Rondebosch Running","7.70","634","37:23","196","250","0.0","--","--","4:51","3:53","41","42","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-13 06:02:29,false,"Cape Town Running","7.92","336","40:32","134","161","0.0","--","--","5:07","4:23","37","37","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-11 17:24:35,false,"Rondebosch Running","7.26","477","35:42","--","--","0.0","--","--","4:55","3:51","56","57","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-10 05:59:19,false,"Cape Town Running","8.21","672","40:52","193","250","0.0","--","--","4:59","3:09","2","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-09 18:05:03,false,"Rondebosch Running","16.06","1,050","1:28:15","--","--","0.0","--","--","5:30","0:53","315","317","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-08 09:36:05,false,"Kenwyn Running","10.42","1,023","1:02:07","192","250","0.0","--","--","5:58","1:46","404","402","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-07 07:43:25,false,"Rondebosch Running","30.08","1,955","2:41:15","--","--","0.0","--","--","5:22","1:40","604","604","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-05 17:41:09,false,"Rondebosch Running","15.01","974","1:26:54","--","--","0.0","--","--","5:47","2:09","548","548","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-04 18:02:39,false,"Rondebosch Running","8.39","548","42:21","--","--","0.0","--","--","5:03","3:43","86","89","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-03 05:57:34,false,"Cape Town Running","8.47","527","38:35","--","--","0.0","--","--","4:33","1:06","2","1","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-01 06:30:22,false,"Constantia Running","28.01","1,785","2:17:18","146","158","0.0","--","--","4:54","3:55","515","515","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-30 08:22:53,false,"Rondebosch Running","8.07","525","40:59","--","--","0.0","--","--","5:05","3:38","45","42","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-28 06:22:56,false,"Rondebosch Running","8.04","523","39:57","--","--","0.0","--","--","4:58","1:20","75","80","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-26 06:00:38,false,"Cape Town Running","8.42","885","50:08","203","245","0.0","--","--","5:57","0:49","4","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-25 08:14:42,false,"Caledon Running","15.06","986","1:13:24","--","--","0.0","--","--","4:52","4:23","98","102","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-24 09:14:03,false,"Caledon Running","7.08","665","41:20","190","244","0.0","--","--","5:50","4:20","166","170","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-23 08:11:21,false,"Rondebosch Running","26.10","1,709","2:13:07","--","--","0.0","--","--","5:06","3:16","474","471","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-22 17:18:09,false,"Rondebosch Running","8.18","532","39:15","--","--","0.0","--","--","4:48","3:37","43","37","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-20 17:44:44,false,"Rondebosch Running","8.52","563","44:09","--","--","0.0","--","--","5:11","3:00","67","66","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-19 06:05:51,false,"Cape Town Running","7.37","601","38:05","189","250","0.0","--","--","5:10","3:10","9","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-18 17:58:13,false,"Rondebosch Running","14.19","1,239","1:13:12","195","242","0.0","--","--","5:10","0:26","168","172","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-16 08:13:59,false,"Rondebosch Running","19.07","1,245","1:39:16","--","--","0.0","--","--","5:12","2:26","398","346","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-15 06:03:46,false,"Claremont Running","7.51","484","43:54","--","--","0.0","--","--","5:51","2:58","26","27","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-13 16:54:21,false,"Rondebosch Running","6.82","448","34:17","--","--","0.0","--","--","5:02","2:55","39","39","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-12 06:04:49,false,"Cape Town Running","7.40","565","34:26","196","250","0.0","--","--","4:39","3:27","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-11 18:23:08,false,"Claremont Running","10.23","795","52:36","183","246","0.0","--","--","5:09","2:32","104","105","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-10 08:39:34,false,"Caledon Running","9.29","578","1:03:50","--","--","0.0","--","--","6:52","3:20","381","384","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-09 09:42:27,false,"Caledon Running","14.10","906","1:20:10","--","--","0.0","--","--","5:41","4:16","265","264","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-08 06:05:16,false,"Claremont Running","6.33","406","44:57","--","--","0.0","--","--","7:06","4:48","26","23","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-06 17:09:23,false,"Rondebosch Running","8.09","497","38:33","168","195","0.0","--","--","4:46","1:58","69","67","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-05 06:00:40,false,"Cape Town Running","8.25","529","38:56","--","--","0.0","--","--","4:43","3:19","2","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-03 08:10:07,false,"Muizenberg Running","9.08","594","44:57","--","--","0.0","--","--","4:57","3:49","39","39","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-02 16:50:37,false,"Rondebosch Running","6.41","394","30:58","166","234","0.0","--","--","4:50","1:53","34","35","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-31 18:05:10,false,"Rondebosch Running","7.02","417","33:24","165","216","0.0","--","--","4:46","3:48","36","36","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-30 18:02:33,false,"Cape Town Running","7.50","475","41:08","--","--","0.0","--","--","5:29","3:20","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-29 17:14:09,false,"Rondebosch Running","9.01","590","43:32","173","220","0.0","--","--","4:50","3:41","91","94","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-27 07:05:09,false,"Fish Hoek Running","18.99","1,135","2:49:07","--","--","0.0","--","--","8:54","3:59","961","1,000","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-25 16:55:33,false,"Rondebosch Running","6.37","413","30:09","--","--","0.0","--","--","4:44","2:13","37","35","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-24 07:41:41,false,"Niterói Running","7.18","468","39:15","--","--","0.0","--","--","5:28","0:46","210","224","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-22 06:54:30,false,"Bonito Running","6.28","408","34:00","--","--","0.0","--","--","5:25","4:08","85","81","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-21 08:23:59,false,"Bonito Running","10.03","654","51:17","--","--","0.0","--","--","5:07","2:31","123","124","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-20 08:37:46,false,"Bonito Running","7.28","480","38:39","--","--","0.0","--","--","5:18","2:50","118","118","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-19 08:23:37,false,"Bonito Running","10.34","678","51:10","--","--","0.0","--","--","4:57","4:16","89","90","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-18 07:58:30,false,"Bonito Running","6.21","407","30:25","--","--","0.0","--","--","4:54","3:26","83","82","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-17 08:14:52,false,"Bonito Running","8.06","533","42:13","--","--","0.0","--","--","5:14","3:37","118","112","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-16 17:18:58,false,"Bonito Running","10.03","658","50:30","--","--","0.0","--","--","5:02","4:15","78","81","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-13 14:04:45,false,"Poconé Running","65.60","2,500","5:46:57","--","--","0.0","--","--","5:17","1:14","116","114","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-08 07:24:04,false,"Niterói Running","5.86","382","31:06","--","--","0.0","--","--","5:18","4:18","54","58","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-06 07:07:05,false,"Niterói Running","10.04","666","50:22","--","--","0.0","--","--","5:01","1:27","132","136","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-02 12:58:57,false,"Rondebosch Running","7.03","458","33:07","--","--","0.0","--","--","4:43","3:48","61","65","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-01 07:11:26,false,"Rondebosch Running","10.06","655","51:05","--","--","0.0","--","--","5:05","3:47","50","50","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-30 08:55:36,false,"Rondebosch Running","14.01","916","1:12:54","--","--","0.0","--","--","5:12","3:11","168","166","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-28 06:04:22,false,"Cape Town Running","7.90","413","42:36","127","164","0.0","--","--","5:24","4:17","34","36","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-27 17:51:00,false,"Cape Town Running","7.55","499","38:14","--","--","0.0","--","--","5:04","4:03","67","71","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-26 17:44:57,false,"Cape Town Running","6.71","445","32:03","175","237","0.0","--","--","4:47","3:39","68","39","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-23 07:25:03,false,"Fish Hoek Running","19.49","1,768","3:00:00","170","193","0.0","--","--","9:14","2:11","1,203","1,426","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-22 08:28:20,false,"Rondebosch Running","16.27","1,060","1:22:09","--","--","0.0","--","--","5:03","2:55","220","220","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-21 06:07:40,false,"Cape Town Running","7.27","476","38:29","--","--","0.0","--","--","5:18","1:24","33","31","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-20 18:01:13,false,"Cape Town Running","7.13","472","34:11","--","--","0.0","--","--","4:48","3:58","47","59","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-19 17:28:08,false,"Rondebosch Running","6.01","390","27:13","--","--","0.0","--","--","4:32","1:06","30","24","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-18 17:40:08,false,"Cape Town Running","8.55","562","43:01","--","--","0.0","--","--","5:02","4:06","66","73","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-15 06:58:37,false,"Franschhoek Running","36.04","2,249","4:18:54","--","--","0.0","--","--","7:11","3:33","1,252","1,257","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-13 17:54:43,false,"Cape Town Running","5.58","397","30:10","170","242","0.0","--","--","5:24","3:44","51","45","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-10 17:17:13,false,"Rondebosch Running","9.15","594","45:05","170","222","0.0","--","--","4:56","3:47","86","87","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-09 08:54:49,false,"Paarl Running","15.79","547","1:15:49","--","--","0.0","--","--","4:48","0:49","234","196","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
trail_running,2017-07-08 08:07:08,false,"Newlands Running","14.10","833","2:20:49","--","--","0.0","--","--","10:00","1:32","1,067","1,078","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
street_running,2017-07-07 06:05:01,false,"Cape Town Running","7.94","524","43:39","162","178","0.0","--","--","5:30","4:24","34","35","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
trail_running,2017-07-06 16:49:18,false,"Cape Town Running","11.46","1,090","1:25:11","179","230","0.0","--","--","7:26","4:25","541","545","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
track_running,2017-07-04 06:05:27,false,"Cape Town Running","7.59","772","40:49","211","250","0.0","--","--","5:23","3:08","7","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
trail_running,2017-07-02 08:01:36,false,"Cape Town Running","22.11","1,412","2:18:24","--","--","0.0","--","--","6:16","4:42","670","673","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
street_running,2017-07-01 09:23:07,false,"Rondebosch Running","13.02","847","1:05:16","--","--","0.0","--","--","5:01","0:53","143","143","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-30 06:01:40,false,"Cape Town Running","7.92","519","39:56","--","--","0.0","--","--","5:02","4:22","36","38","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-29 07:41:39,false,"Rondebosch Running","7.13","467","36:14","--","--","0.0","--","--","5:05","1:47","41","43","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-27 17:49:45,false,"Cape Town Running","7.01","459","39:11","--","--","0.0","--","--","5:35","3:22","181","181","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-25 07:45:38,false,"Fish Hoek Running","27.79","1,659","3:58:29","--","--","0.0","--","--","8:35","4:03","1,592","1,595","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-24 17:31:45,false,"Cape Town Running","8.13","644","38:16","195","250","0.0","--","--","4:42","3:59","115","117","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-23 06:03:00,false,"Cape Town Running","7.92","516","40:40","--","--","0.0","--","--","5:08","4:41","29","30","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
track_running,2017-06-20 06:03:23,false,"Cape Town Running","7.09","554","37:27","183","248","0.0","--","--","5:17","0:50","2","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-18 09:54:35,false,"Caledon Running","7.23","612","36:58","193","249","0.0","--","--","5:07","4:26","110","107","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-17 08:16:05,false,"Caledon Running","21.27","1,367","2:06:05","--","--","0.0","--","--","5:56","3:52","468","471","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-16 07:51:11,false,"Caledon Running","8.09","529","40:48","--","--","0.0","--","--","5:02","4:23","38","42","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-15 09:27:31,false,"Caledon Running","10.03","604","1:12:03","--","--","0.0","--","--","7:11","4:15","521","522","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-14 09:12:42,false,"Caledon Running","12.03","790","57:57","--","--","0.0","--","--","4:49","3:34","104","102","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-13 06:02:39,false,"Cape Town Running","8.11","693","39:50","200","250","0.0","--","--","4:55","3:22","3","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-11 07:05:19,false,"Newlands Running","19.65","1,253","2:36:17","--","--","0.0","--","--","7:57","3:55","1,069","1,065","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-10 09:44:42,false,"Rondebosch Running","13.01","1,102","1:05:04","196","239","0.0","--","--","5:00","0:41","160","162","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-07 17:11:27,false,"Cape Town Running","5.04","329","30:19","--","--","0.0","--","--","6:01","3:10","41","42","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-06 05:59:27,false,"Cape Town Running","7.16","318","36:54","140","194","0.0","--","--","5:09","3:06","2","1","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-04 09:29:16,false,"Cape Town Running","15.02","981","1:13:30","--","--","0.0","--","--","4:54","1:35","215","224","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-03 07:29:10,false,"Lakeside Running","12.53","797","1:56:54","134","154","0.0","--","--","9:20","3:51","701","696","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-02 06:06:37,false,"Cape Town Running","8.19","530","44:18","118","157","0.0","--","--","5:25","4:38","26","27","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-30 06:03:11,false,"Cape Town Running","6.67","426","41:05","--","--","0.0","--","--","6:10","1:35","4","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-28 16:08:54,false,"Rondebosch Running","6.48","397","32:25","163","184","0.0","--","--","5:00","3:39","61","62","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-27 06:12:44,false,"Kaapstad Running","20.21","1,365","2:37:10","140","197","0.0","--","--","7:47","4:26","981","978","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-26 06:07:13,false,"Cape Town Running","8.22","538","43:31","--","--","0.0","--","--","5:18","3:55","48","46","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-24 17:46:23,false,"Rondebosch Running","5.50","358","25:57","--","--","0.0","--","--","4:43","3:23","35","32","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-23 17:59:22,false,"Cape Town Running","7.01","538","37:36","178","238","0.0","--","--","5:22","0:56","177","185","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-22 07:49:03,false,"Cape Town Running","6.49","383","31:56","162","191","0.0","--","--","4:55","0:38","71","81","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-21 16:43:14,false,"Langa Running","7.77","172","47:47","--","--","0.0","--","--","6:09","0:17","24","18","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-20 12:32:14,false,"Vishoek Running","9.13","584","53:39","--","--","0.0","--","--","5:53","4:30","205","329","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-19 06:03:43,false,"Cape Town Running","7.95","515","41:39","--","--","0.0","--","--","5:14","4:31","35","36","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-17 17:38:21,false,"Cape Town Running","6.48","428","32:44","--","--","0.0","--","--","5:03","3:28","49","53","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-14 09:06:34,false,"Kaapstad Running","15.06","1,194","1:12:12","193","249","0.0","--","--","4:48","3:56","239","236","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-12 06:03:18,false,"Cape Town Running","7.90","714","40:52","200","242","0.0","--","--","5:10","4:27","49","50","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
